AccountName,LastName,FirstName,Email,Contact_ExternalId__c,Date,EventTimeStamp,Event,Logins,UniqueLogins,PageLoadTime,FileSize,Price,ContactName
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-9,-9,PDF Exported,22,4,5,112,16,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-7,-7,360 Page,30,5,2,8,21,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,0,0,Rule Run,33,0,5,117,57,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-6,-6,Rule Schedule Run,37,1,26,238,15,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,-1,-1,OutReach Schedule Triggered,48,0,10,158,75,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,0,0,File Uploaded,38,0,4,47,75,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-2,-2,File Downloaded,10,5,12,298,87,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-2,-2,CTA Created,32,4,12,152,51,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-5,-5,CTA Updated,40,0,27,279,70,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-3,-3,Survey Created,22,5,3,97,98,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-5,-5,Survey Triggered,21,4,24,249,19,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,-3,-3,Survey Schedule Triggered,3,0,19,149,63,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,-3,-3,Success Snapshot Exported,48,5,14,80,60,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,-7,-7,CTA Created,50,3,29,123,4,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,-12,-12,CTA Updated,17,5,24,244,52,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,-1,-1,Report Run,33,1,2,68,53,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,0,0,Report Created,38,2,7,294,95,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-14,-14,SmartList Created,22,3,17,197,94,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,0,0,EmailTemplate Created,46,0,16,234,99,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-3,-3,Outreach Created,4,4,14,82,15,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,-14,-14,Outreach Triggered,25,0,16,175,82,Prashanthi  Abberley  Mendu
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-1,-1,PDF Exported,42,4,29,287,23,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-11,-11,360 Page,47,4,20,115,44,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,-14,-14,Rule Run,20,3,14,154,33,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-5,-5,Rule Schedule Run,11,4,7,152,4,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,-2,-2,OutReach Schedule Triggered,43,1,19,194,35,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,-3,-3,File Uploaded,40,1,17,32,46,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-8,-8,File Downloaded,37,0,18,259,4,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-2,-2,CTA Created,46,2,16,78,69,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-10,-10,CTA Updated,24,0,19,199,12,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-14,-14,Survey Created,7,3,14,282,50,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-7,-7,Survey Triggered,17,2,14,19,64,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,0,0,Survey Schedule Triggered,1,4,5,215,53,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,-8,-8,Success Snapshot Exported,38,1,12,112,35,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,-9,-9,CTA Created,48,3,22,82,37,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,-9,-9,CTA Updated,20,1,2,247,36,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,-3,-3,Report Run,40,2,10,276,3,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,0,0,Report Created,1,0,4,21,81,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-8,-8,SmartList Created,29,5,13,169,6,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,-14,-14,EmailTemplate Created,20,3,8,268,60,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-1,-1,Outreach Created,26,4,7,18,48,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,-14,-14,Outreach Triggered,34,4,1,51,60,Prashanthi  Abberley  Mendu
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-5,-5,PDF Exported,36,3,23,107,89,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-1,-1,360 Page,17,5,0,92,83,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,-6,-6,Rule Run,31,0,4,155,70,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-8,-8,Rule Schedule Run,40,3,2,300,53,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,-11,-11,OutReach Schedule Triggered,11,4,3,211,87,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,-2,-2,File Uploaded,8,5,21,12,36,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-2,-2,File Downloaded,14,3,3,67,66,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-11,-11,CTA Created,40,4,8,36,45,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-11,-11,CTA Updated,9,5,6,225,8,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-2,-2,Survey Created,9,4,23,28,25,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-4,-4,Survey Triggered,4,3,20,41,40,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,-1,-1,Survey Schedule Triggered,5,5,24,121,27,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,-2,-2,Success Snapshot Exported,12,3,9,23,80,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,-9,-9,CTA Created,1,5,9,214,73,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,-9,-9,CTA Updated,17,0,22,0,13,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,-9,-9,Report Run,30,2,9,182,45,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,0,0,Report Created,44,4,19,210,47,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-5,-5,SmartList Created,23,3,24,64,49,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,-10,-10,EmailTemplate Created,30,4,16,146,18,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-7,-7,Outreach Created,2,2,4,276,3,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,-2,-2,Outreach Triggered,8,5,21,170,28,Prashanthi  Abberley  Mendu
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-1,-1,PDF Exported,11,1,10,224,9,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-2,-2,360 Page,30,1,20,155,16,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,-1,-1,Rule Run,46,1,11,249,54,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-9,-9,Rule Schedule Run,49,0,15,1,57,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,-13,-13,OutReach Schedule Triggered,44,0,8,14,24,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,-9,-9,File Uploaded,40,4,17,139,82,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-7,-7,File Downloaded,31,2,14,22,26,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-7,-7,CTA Created,50,5,15,24,14,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-10,-10,CTA Updated,50,2,4,231,76,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-14,-14,Survey Created,4,4,13,248,44,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-11,-11,Survey Triggered,32,1,1,117,3,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,-14,-14,Survey Schedule Triggered,36,5,5,243,22,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,-8,-8,Success Snapshot Exported,30,1,14,94,39,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,-14,-14,CTA Created,10,0,14,111,20,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,-12,-12,CTA Updated,48,1,3,151,28,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,-5,-5,Report Run,38,1,11,283,74,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,-12,-12,Report Created,39,3,17,282,38,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-2,-2,SmartList Created,29,1,17,139,13,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,-1,-1,EmailTemplate Created,5,5,10,133,4,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-4,-4,Outreach Created,7,5,5,285,78,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,-9,-9,Outreach Triggered,5,4,6,38,7,Prashanthi  Abberley  Mendu
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-1,-1,PDF Exported,8,4,7,207,47,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-7,-7,360 Page,21,5,11,108,51,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,-6,-6,Rule Run,48,1,15,285,45,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-5,-5,Rule Schedule Run,50,5,4,79,91,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,-11,-11,OutReach Schedule Triggered,14,2,7,0,8,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,-7,-7,File Uploaded,6,2,24,65,51,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-5,-5,File Downloaded,29,1,6,297,56,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-11,-11,CTA Created,12,1,20,276,87,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-1,-1,CTA Updated,23,3,13,288,14,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-14,-14,Survey Created,41,1,19,84,89,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-13,-13,Survey Triggered,10,2,29,21,7,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,-7,-7,Survey Schedule Triggered,42,0,30,223,44,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,-5,-5,Success Snapshot Exported,45,0,16,158,82,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,-11,-11,CTA Created,20,5,30,266,28,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,0,0,CTA Updated,34,0,11,261,21,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,-10,-10,Report Run,6,5,15,256,1,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,-14,-14,Report Created,8,2,29,243,84,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-13,-13,SmartList Created,12,5,1,250,40,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,-4,-4,EmailTemplate Created,35,3,5,258,41,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-2,-2,Outreach Created,43,0,19,160,80,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,0,0,Outreach Triggered,30,4,17,190,22,Prashanthi  Abberley  Mendu
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-6,-6,PDF Exported,17,4,6,39,88,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-6,-6,360 Page,6,4,6,184,90,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,-3,-3,Rule Run,32,3,13,171,4,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-13,-13,Rule Schedule Run,48,4,0,290,76,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,-3,-3,OutReach Schedule Triggered,0,4,10,197,96,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,-13,-13,File Uploaded,12,2,17,0,81,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-6,-6,File Downloaded,38,1,19,156,42,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-11,-11,CTA Created,7,4,7,3,7,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-13,-13,CTA Updated,41,2,13,273,11,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-2,-2,Survey Created,19,5,8,158,62,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-6,-6,Survey Triggered,41,0,2,131,64,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,-12,-12,Survey Schedule Triggered,33,0,7,212,0,Siva Prasad  IBM  Nasika
IBM Corp Data Systems Div,IBM  Jha,Sneha,ibmjha@gainsighttest.com,0031a000002kj0FAAQ,-6,-6,Success Snapshot Exported,18,1,7,259,25,Sneha  IBM  Jha
IBM Corp Data Systems Div,IBM  Rallapalli,Sri Vidya,ibmrallapalli@gainsighttest.com,0031a000002kj0GAAQ,-2,-2,CTA Created,19,0,22,15,28,Sri Vidya  IBM  Rallapalli
IBM Corp Data Systems Div,IBM  Pulagam,Srinivas,ibmpulagam@gainsighttest.com,0031a000002kj0HAAQ,-10,-10,CTA Updated,31,5,6,92,40,Srinivas  IBM  Pulagam
UniAmerica Inc,UniAmerica  Kumar,Sandeep Kumar,uniamericakumar@gainsighttest.com,0031a000001h0mOAAQ,-11,-11,Report Run,3,1,6,231,64,Sandeep Kumar  UniAmerica  Kumar
UniAmerica Inc,UniAmerica  Ithapu,Naveen Ithapu,uniamericaithapu@gainsighttest.com,0031a000001h0mPAAQ,-9,-9,Report Created,24,0,28,134,7,Naveen Ithapu  UniAmerica  Ithapu
UniAmerica Inc,UniAmerica  Maaz,Ahmed Jamal,uniamericamaaz@gainsighttest.com,0031a000001h0mQAAQ,-2,-2,SmartList Created,39,0,26,247,21,Ahmed Jamal  UniAmerica  Maaz
UniAmerica Inc,UniAmerica  Kotagiri,Akhila,uniamericakotagiri@gainsighttest.com,0031a000001h0mRAAQ,0,0,EmailTemplate Created,20,0,11,5,53,Akhila  UniAmerica  Kotagiri
UniAmerica Inc,UniAmerica  Jain,Ankit,uniamericajain@gainsighttest.com,0031a000001h0mSAAQ,-13,-13,Outreach Created,32,3,28,293,39,Ankit  UniAmerica  Jain
Abberley Kooiman,Abberley  Mendu,Prashanthi,abberleymendu@gainsighttest.com,0031a000002kj02AAA,-13,-13,Outreach Triggered,22,1,9,70,25,Prashanthi  Abberley  Mendu
Abberley Kooiman,Abberley  Avinash,Pulimi,abberleyavinash@gainsighttest.com,0031a000002kj03AAA,-9,-9,PDF Exported,39,1,14,254,59,Pulimi  Abberley  Avinash
Abberley Kooiman,Abberley  Kuditipudi,Raja,abberleykuditipudi@gainsighttest.com,0031a000002kj04AAA,-13,-13,360 Page,35,5,20,268,1,Raja  Abberley  Kuditipudi
Abberley Kooiman,Abberley  Yaddanapalli,Rajesh,abberleyyaddanapalli@gainsighttest.com,0031a000002kj05AAA,-11,-11,Rule Run,9,1,21,106,54,Rajesh  Abberley  Yaddanapalli
Abberley Kooiman,Abberley  Bankuru,Ramesh,abberleybankuru@gainsighttest.com,0031a000002kj06AAA,-14,-14,Rule Schedule Run,18,2,14,182,35,Ramesh  Abberley  Bankuru
Abberley Kooiman,Abberley  Gurram,Ranjith Kumar,abberleygurram@gainsighttest.com,0031a000002kj07AAA,-13,-13,OutReach Schedule Triggered,39,0,28,142,21,Ranjith Kumar  Abberley  Gurram
IBM Corp Data Systems Div,IBM  Ravela,Renetha,ibmravela@gainsighttest.com,0031a000002kj08AAA,-1,-1,File Uploaded,7,2,28,0,81,Renetha  IBM  Ravela
IBM Corp Data Systems Div,IBM  Dugar,Sandeep,ibmdugar@gainsighttest.com,0031a000002kj09AAA,-11,-11,File Downloaded,39,1,6,2,82,Sandeep  IBM  Dugar
IBM Corp Data Systems Div,IBM  Dontharaju,Sandy,ibmdontharaju@gainsighttest.com,0031a000002kj0AAAQ,-1,-1,CTA Created,42,1,26,231,34,Sandy  IBM  Dontharaju
IBM Corp Data Systems Div,IBM  Thounajam,Santa,ibmthounajam@gainsighttest.com,0031a000002kj0BAAQ,-3,-3,CTA Updated,49,3,7,82,39,Santa  IBM  Thounajam
IBM Corp Data Systems Div,IBM  Chikoti,Santosh,ibmchikoti@gainsighttest.com,0031a000002kj0CAAQ,-14,-14,Survey Created,47,2,26,101,10,Santosh  IBM  Chikoti
IBM Corp Data Systems Div,IBM  Gutha,Siddhartha,ibmgutha@gainsighttest.com,0031a000002kj0DAAQ,-1,-1,Survey Triggered,45,3,29,164,25,Siddhartha  IBM  Gutha
IBM Corp Data Systems Div,IBM  Nasika,Siva Prasad,ibmnasika@gainsighttest.com,0031a000002kj0EAAQ,-10,-10,Survey Schedule Triggered,20,4,2,187,67,Siva Prasad  IBM  Nasika
