"JBCXM__Account__c","JBCXM__Stage__c","JBCXM__Status__c","JBCXM__Comments__c"
"0019000000oGEFtAAO","stage3","InactiveCustomer","SANCHEZ GARCIA CESAR - stage3 - InactiveCustomer"
"0019000000oGEScAAO","stage4","ActiveCustomer","SANCHEZ HERRERA ANTONIO - stage4 - ActiveCustomer"
"0019000000oGEOuAAO","stage5","InactiveCustomer","SANCHEZ TRASVINA IDALIA - stage5 - InactiveCustomer"
"0019000000oGEZdAAO","stage6","ActiveCustomer","SANDOVAL ALVARADO MARTHA GRACIELA - stage6 - ActiveCustomer"
"0019000000oGEhXAAW","stage1","InactiveCustomer","SANDOVAL FIGUEROA ARNOLDO EFRAIN - stage1 - InactiveCustomer"
"0019000000oGEaRAAW","stage2","ActiveCustomer","SANTA MARIA GONZALEZ PABLO - stage2 - ActiveCustomer"
"0019000000oGEZeAAO","stage3","InactiveCustomer","SANTANA FIGUEROA JOSE - stage3 - InactiveCustomer"
"0019000000oGEe4AAG","stage4","ActiveCustomer","SECRETARIA DE FINANZAS DEL GOBIERNO - stage4 - ActiveCustomer"
"0019000000oGEe5AAG","stage5","InactiveCustomer","SEGOVIA GUTIERREZ SANDRA DEYANIRA - stage5 - InactiveCustomer"
"0019000000oGEe6AAG","stage6","ActiveCustomer","SEGURIDAD PRIVADA INDUSTRIAL GOVA S - stage6 - ActiveCustomer"
"0019000000oGEUvAAO","stage1","InactiveCustomer","SENSORTROL SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEbuAAG","stage2","ActiveCustomer","SERVI PAVOS SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEQDAA4","stage3","InactiveCustomer","SERVICIO DE GRUAS VAZQUEZ - stage3 - InactiveCustomer"
"0019000000oGEXoAAO","stage4","ActiveCustomer","SERVICIO EN ARTE TEXTIL CCA SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEZfAAO","stage5","InactiveCustomer","SERVICIO GRASUAL S.A DE C.V. - stage5 - InactiveCustomer"
"0019000000oGEPhAAO","stage6","ActiveCustomer","SERVICIO INDUSTRIAL COAHUILENSE SA - stage6 - ActiveCustomer"
"0019000000oGEUwAAO","stage1","InactiveCustomer","SERVICIO LOMA DE LAGOS S.A. DE C.V. - stage1 - InactiveCustomer"
"0019000000oGEjjAAG","stage2","ActiveCustomer","SERVICIO OTEAPAN S.A. DE C.V. - stage2 - ActiveCustomer"
"0019000000oGEhYAAW","stage3","InactiveCustomer","SERVICIOS  TURISTICOS DE SALTILLO - stage3 - InactiveCustomer"
"0019000000oGEX9AAO","stage4","ActiveCustomer","SERVICIOS DE RECICLADO TEXTIL SA DE - stage4 - ActiveCustomer"
"0019000000oGEU3AAO","stage5","InactiveCustomer","SERVICIOS ESPECIALES DE PROTECCION - stage5 - InactiveCustomer"
"0019000000oGEiSAAW","stage6","ActiveCustomer","SERVICIOS PARA LAVANDERIAS SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEe7AAG","stage1","InactiveCustomer","SERVICIOS Y ADMINISTRACION ESPECIAL - stage1 - InactiveCustomer"
"0019000000oGENtAAO","stage2","ActiveCustomer","SERVICIOS Y CARTUCHOS LASER SA DE C - stage2 - ActiveCustomer"
"0019000000oGEZgAAO","stage3","InactiveCustomer","SERVICIOS Y PROMOCIONES DE ESPACIOS - stage3 - InactiveCustomer"
"0019000000oGEe8AAG","stage4","ActiveCustomer","SERVICIOS Y PROYECTOS DE ELE - stage4 - ActiveCustomer"
"0019000000oGEhZAAW","stage5","InactiveCustomer","SERVIDULCE SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEXAAA4","stage6","ActiveCustomer","SERVIMACO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEfhAAG","stage1","InactiveCustomer","SERVO MOTION SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEhaAAG","stage2","ActiveCustomer","SEXA SENTIDO EXPERTO SC - stage2 - ActiveCustomer"
"0019000000oGEcKAAW","stage3","InactiveCustomer","SIENERGIA VALUE S.A. DE C.V. - stage3 - InactiveCustomer"
"0019000000oGEOLAA4","stage4","ActiveCustomer","SILOS Y CAMIONES S.A. DE C.V. - stage4 - ActiveCustomer"
"0019000000oGEQEAA4","stage5","InactiveCustomer","SILVA LEAL RAFAEL - stage5 - InactiveCustomer"
"0019000000oGETaAAO","stage6","ActiveCustomer","SISTEMAS AGROPECUARIOS JAT  SA - stage6 - ActiveCustomer"
"0019000000oGEMZAA4","stage1","InactiveCustomer","SISTEMAS ECONOMICOS DE LEVANTE - stage1 - InactiveCustomer"
"0019000000oGEhbAAG","stage2","ActiveCustomer","SISTEMAS PHOENIX S DE RL - stage2 - ActiveCustomer"
"0019000000oGEbvAAG","stage3","InactiveCustomer","SISTEMAS Y EQUIPOS DE MEDICION EN - stage3 - InactiveCustomer"
"0019000000oGEMzAAO","stage4","ActiveCustomer","SMILE CLEAN  PACKING SA DE CV - stage4 - ActiveCustomer"
"0019000000oGESoAAO","stage5","InactiveCustomer","SOCIEDAD AGROPECUARIA SABINDA SA DE - stage5 - InactiveCustomer"
"0019000000oGEU4AAO","stage6","ActiveCustomer","SOCIEDAD DE INNOVADORES EN PROCESOS - stage6 - ActiveCustomer"
"0019000000oGEVVAA4","stage1","InactiveCustomer","SOLIS SALAZAR GUADALUPE - stage1 - InactiveCustomer"
"0019000000oGEZhAAO","stage2","ActiveCustomer","SOLUCION DIGITAL EN IMPRESION SA DE - stage2 - ActiveCustomer"
"0019000000oGESJAA4","stage3","InactiveCustomer","SOLUCIONES NEUMATICAS ESPECIALIZADAS SA DE CV - stage3 - InactiveCustomer"
"0019000000oGERJAA4","stage4","ActiveCustomer","SOPORTE DINAMICO INDUSTRIAL SA DE C - stage4 - ActiveCustomer"
"0019000000oGEVDAA4","stage5","InactiveCustomer","SOTO REYES GERMAN - stage5 - InactiveCustomer"
"0019000000oGEhcAAG","stage6","ActiveCustomer","SPIN SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEY6AAO","stage1","InactiveCustomer","SPLIBUZZER SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEOhAAO","stage2","ActiveCustomer","SUKARNE SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEZiAAO","stage3","InactiveCustomer","SUMILAB SA DE CV - stage3 - InactiveCustomer"
"0019000000oGELkAAO","stage4","ActiveCustomer","SUMINISTRO DE ESPECIALIDADES - stage4 - ActiveCustomer"
"0019000000oGEU5AAO","stage5","InactiveCustomer","SUMINISTROS INFORMATICOS E INDUSTRI - stage5 - InactiveCustomer"
"0019000000oGEO8AAO","stage6","ActiveCustomer","SUMITOMO CORPORATION DE MEXICO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEGUAA4","stage1","InactiveCustomer","SUPER PRODUCTOS PORKY SA DE CV - stage1 - InactiveCustomer"
"0019000000oGELlAAO","stage2","ActiveCustomer","SUPEREXPRESS DEL NORESTE SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEf2AAG","stage3","InactiveCustomer","SURTIDORA DE EMPAQUETADURA Y HULE - stage3 - InactiveCustomer"
"0019000000oGEjkAAG","stage4","ActiveCustomer","SVS INTERNACIONAL DE MEXICO SA DE C - stage4 - ActiveCustomer"
"0019000000oGEbwAAG","stage5","InactiveCustomer","SYNERGY ADDITIVES COMPANY SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEPBAA4","stage6","ActiveCustomer","T Y P REFRIGERACION SA DE CV - stage6 - ActiveCustomer"
"0019000000oGET9AAO","stage1","InactiveCustomer","TABADIS MEXICANA SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEjHAAW","stage2","ActiveCustomer","TAFAM SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEe9AAG","stage3","InactiveCustomer","TAMEZ CAVAZOS ALEJANDRO - stage3 - InactiveCustomer"
"0019000000oGEbHAAW","stage4","ActiveCustomer","TAMEZ CAVAZOS ROBERTO - stage4 - ActiveCustomer"
"0019000000oGEbxAAG","stage5","InactiveCustomer","TAPIA SANCHEZ ERIK - stage5 - InactiveCustomer"
"0019000000oGEUSAA4","stage6","ActiveCustomer","TBS INTEGRADORES DE SOLUCIONES SA D - stage6 - ActiveCustomer"
"0019000000oGEMJAA4","stage1","InactiveCustomer","TECNO UNIVERSO S.A DE C.V - stage1 - InactiveCustomer"
"0019000000oGEQFAA4","stage2","ActiveCustomer","TECNOLOGIA Y SELLADO INDUSTRIAL SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEeAAAW","stage3","InactiveCustomer","TELEFONIA POR CABLE SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEbyAAG","stage4","ActiveCustomer","TEMPORARY AND PERMANENT STAFF SA DE - stage4 - ActiveCustomer"
"0019000000oGEMaAAO","stage5","InactiveCustomer","TERMO PACK SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEf3AAG","stage6","ActiveCustomer","THERMOVIL DEL PACIFICO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEZjAAO","stage1","InactiveCustomer","THG TRANSPORTES SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEOvAAO","stage2","ActiveCustomer","TI MARKETING ADMINISTRATION SOFTWAR - stage2 - ActiveCustomer"
"0019000000oGEOMAA4","stage3","InactiveCustomer","TIBA MEXICO SA DE CV - stage3 - InactiveCustomer"
"0019000000oGESpAAO","stage4","ActiveCustomer","TIENDAS GARCES SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEQYAA4","stage5","InactiveCustomer","TIPISA SA DE CV - stage5 - InactiveCustomer"
"0019000000oGESdAAO","stage6","ActiveCustomer","TLV ENGINEERING SA DE CV - stage6 - ActiveCustomer"
"0019000000oGENuAAO","stage1","InactiveCustomer","TOBIAS GONZALEZ JORGE - stage1 - InactiveCustomer"
"0019000000oGEN0AAO","stage2","ActiveCustomer","TODOPROMO SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEONAA4","stage3","InactiveCustomer","TOLEDO ESQUER CARLOS MANUEL - stage3 - InactiveCustomer"
"0019000000oGEM2AAO","stage4","ActiveCustomer","TOMACO SA DE CV - stage4 - ActiveCustomer"
"0019000000oGER3AAO","stage5","InactiveCustomer","TORNILLOS GONZALEZ SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEPiAAO","stage6","ActiveCustomer","TORNILLOS Y TUERCAS RM SA DE CV - stage6 - ActiveCustomer"
"0019000000oGES7AAO","stage1","InactiveCustomer","TORRE GALLEGO ELAIN - stage1 - InactiveCustomer"
"0019000000oGERKAA4","stage2","ActiveCustomer","TORREBLANCA MONTANO DELIA EDITH - stage2 - ActiveCustomer"
"0019000000oGEfHAAW","stage3","InactiveCustomer","TORRES GOMEZ VICTOR ALFONSO - stage3 - InactiveCustomer"
"0019000000oGEeBAAW","stage4","ActiveCustomer","TORRES RAMOS JAVIER - stage4 - ActiveCustomer"
"0019000000oGEhdAAG","stage5","InactiveCustomer","TORRES TRASVINA MIGUEL - stage5 - InactiveCustomer"
"0019000000oGEO9AAO","stage6","ActiveCustomer","TOVAR LARREA RODOLFO - stage6 - ActiveCustomer"
"0019000000oGEeCAAW","stage1","InactiveCustomer","TOVAR VELAZQUEZ BRENDA ARIADNA - stage1 - InactiveCustomer"
"0019000000oGEheAAG","stage2","ActiveCustomer","TRABES Y ACEROS NACIONALES SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEFuAAO","stage3","InactiveCustomer","TRACTO DIESEL DEL MAR DE CORTEZ SA - stage3 - InactiveCustomer"
"0019000000oGEaSAAW","stage4","ActiveCustomer","TRACTORES Y EQUIPOS DE JUAREZ SA DE - stage4 - ActiveCustomer"
"0019000000oGEQnAAO","stage5","InactiveCustomer","TRANS FRIO DEL MAYAB SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEXpAAO","stage6","ActiveCustomer","TRANS JUMAVI SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEZkAAO","stage1","InactiveCustomer","TRANSPORTES AVIGRAN  S.A. DE C.V. - stage1 - InactiveCustomer"
"0019000000oGEU6AAO","stage2","ActiveCustomer","TRANSPORTES REFRIGERADOS ANCER SA D - stage2 - ActiveCustomer"
"0019000000oGEeDAAW","stage3","InactiveCustomer","TRANSPORTES REFRIGERADOS TRA - stage3 - InactiveCustomer"
"0019000000oGEZlAAO","stage4","ActiveCustomer","TRANSPORTES Y SERVICIOS GEMINIS SA - stage4 - ActiveCustomer"
"0019000000oGEXBAA4","stage5","InactiveCustomer","TRASFER SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEitAAG","stage6","ActiveCustomer","UBOLD MEXICO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEUfAAO","stage1","InactiveCustomer","UC POLANCO LUIS EDILBERTO - stage1 - InactiveCustomer"
"0019000000oGEWIAA4","stage2","ActiveCustomer","UGARTE CALVA ESPERANZA - stage2 - ActiveCustomer"
"0019000000oGEVEAA4","stage3","InactiveCustomer","UNIFORMES VAZQUEZ S.A. DE C.V. - stage3 - InactiveCustomer"
"0019000000oGEjlAAG","stage4","ActiveCustomer","UNION DE AVICULTORES DE LOS MOCHIS - stage4 - ActiveCustomer"
"0019000000oGEfiAAG","stage5","InactiveCustomer","UNION NACIONAL DE AVICULTORES - stage5 - InactiveCustomer"
"0019000000oGEiTAAW","stage6","ActiveCustomer","UNIXEL DIVISION INDUSTRIAL SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEFvAAO","stage1","InactiveCustomer","UTILITY TRAILERS DE MEXICO SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEVWAA4","stage2","ActiveCustomer","VADILLO BELLO CECILIA - stage2 - ActiveCustomer"
"0019000000oGEeEAAW","stage3","InactiveCustomer","VALDEZ SOTO YADIRA NOHEMI - stage3 - InactiveCustomer"
"0019000000oGEjmAAG","stage4","ActiveCustomer","VALENZUELA CLARK HERIBERTO - stage4 - ActiveCustomer"
"0019000000oGEhfAAG","stage5","InactiveCustomer","VALENZUELA MENDOZA ROSARIO - stage5 - InactiveCustomer"
"0019000000oGEXCAA4","stage6","ActiveCustomer","VELIZ HERNANDEZ RICARDO - stage6 - ActiveCustomer"
"0019000000oGEhgAAG","stage1","InactiveCustomer","VENDIV SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEXDAA4","stage2","ActiveCustomer","VERA ALFARO CARLOS ALBERTO - stage2 - ActiveCustomer"
"0019000000oGEhhAAG","stage3","InactiveCustomer","VERACRUZANA DE AUTOS SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEeFAAW","stage4","ActiveCustomer","VERDUGO MORENO DAVID - stage4 - ActiveCustomer"
"0019000000oGEGEAA4","stage5","InactiveCustomer","VERTTI ESPERON GUILLERMO - stage5 - InactiveCustomer"
"0019000000oGEamAAG","stage6","ActiveCustomer","VIDAL MORENO VICTOR AURELIO - stage6 - ActiveCustomer"
"0019000000oGEeGAAW","stage1","InactiveCustomer","VITACEN SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEjIAAW","stage2","ActiveCustomer","VOGEL HORSTEN GUILLERMO - stage2 - ActiveCustomer"
"0019000000oGEGVAA4","stage3","InactiveCustomer","VP CORP SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEeHAAW","stage4","ActiveCustomer","WORLDTECH SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEhiAAG","stage5","InactiveCustomer","YAM RODRIGUEZ MIGUEL ANGEL - stage5 - InactiveCustomer"
"0019000000oGEhjAAG","stage6","ActiveCustomer","DANARI COMERCIAL SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEhkAAG","stage1","InactiveCustomer","DISTRIBUIDORA GRUPO ROSY SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEeIAAW","stage2","ActiveCustomer","LRDV SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEM3AAO","stage3","InactiveCustomer","MONTE XANIC S DE RL DE CV - stage3 - InactiveCustomer"
"0019000000oGEbzAAG","stage4","ActiveCustomer","WESTCON MEXICO SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEPCAA4","stage5","InactiveCustomer","Universal Music Australia Pty Ltd - stage5 - InactiveCustomer"
"0019000000oGEZmAAO","stage6","ActiveCustomer","Exide Technologies - stage6 - ActiveCustomer"
"0019000000oGEeJAAW","stage1","InactiveCustomer","Grede Foundries - stage1 - InactiveCustomer"
"0019000000nFzmwAAC","stage2","ActiveCustomer","Yesterday Productions Corp. - stage2 - ActiveCustomer"
"0019000000oGEUgAAO","stage3","InactiveCustomer","ERASMO REYES SEGOVIA - stage3 - InactiveCustomer"
"0019000000oGEiuAAG","stage4","ActiveCustomer","TOMAS DOMINGUEZ CASTILLO - stage4 - ActiveCustomer"
"0019000000oGEfjAAG","stage5","InactiveCustomer","Ampar International Pty Ltd - stage5 - InactiveCustomer"
"0019000000oGEZnAAO","stage6","ActiveCustomer","CARGILL INCORPORATED - stage6 - ActiveCustomer"
"0019000000nFzncAAC","stage1","InactiveCustomer","Eastern Municipal Water Distri - stage1 - InactiveCustomer"
"0019000000oGEhlAAG","stage2","ActiveCustomer","Twin City Die Castings Company - stage2 - ActiveCustomer"
"0019000000oGEVhAAO","stage3","InactiveCustomer","WirthCo Engineering Inc - stage3 - InactiveCustomer"
"0019000000oGEeKAAW","stage4","ActiveCustomer","JOSE EDUARDO MOREIRA ARREDONDO - stage4 - ActiveCustomer"
"0019000000oGEjnAAG","stage5","InactiveCustomer","French Garden / Promofleur - stage5 - InactiveCustomer"
"0019000000oGEXEAA4","stage6","ActiveCustomer","TRACTOS APACHES DEL NORTE S DE L DE CV - stage6 - ActiveCustomer"
"0019000000oGEZoAAO","stage1","InactiveCustomer","FILIOS A B P - stage1 - InactiveCustomer"
"0019000000oGEU7AAO","stage2","ActiveCustomer","MACIAS SALINAS JAIME ALBERTO - stage2 - ActiveCustomer"
"0019000000oGEViAAO","stage3","InactiveCustomer","ABASTECIMIENTOS INDUSTRIALES GH SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEeLAAW","stage4","ActiveCustomer","ACM GLOBAL SERVICES SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEPjAAO","stage5","InactiveCustomer","BUJES Y ESCOBILLAS INDUSTRIALES SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEU8AAO","stage6","ActiveCustomer","CARLOS ALBERTO QUINTANILLA SAUCEDO - stage6 - ActiveCustomer"
"0019000000oGEf4AAG","stage1","InactiveCustomer","COMPANIA DE INSTRUMENTACION MARTOON SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEM4AAO","stage2","ActiveCustomer","CONSORCIO EMPRESARIAL ALLEGRO SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEUxAAO","stage3","InactiveCustomer","CONTROL E INSTRUMENTACION DE PROCESOS INDUSTRIALES - stage3 - InactiveCustomer"
"0019000000oGEbIAAW","stage4","ActiveCustomer","CONTROLANYWHERE SA DE CV - stage4 - ActiveCustomer"
"0019000000oGELmAAO","stage5","InactiveCustomer","CRISA LIBBEY COMERCIAL S DE RL DE CV - stage5 - InactiveCustomer"
"0019000000oGEN1AAO","stage6","ActiveCustomer","DIETA ASTERISCOS SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEMKAA4","stage1","InactiveCustomer","DIQUISA SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEc0AAG","stage2","ActiveCustomer","DISTRIBUIDORA RODVAL - stage2 - ActiveCustomer"
"0019000000oGEb3AAG","stage3","InactiveCustomer","DUPONT MEXICO SA DE CV - stage3 - InactiveCustomer"
"0019000000oGETbAAO","stage4","ActiveCustomer","EAM MOSCA DE MEXICO S DE RL DE CV - stage4 - ActiveCustomer"
"0019000000oGEOwAAO","stage5","InactiveCustomer","ELECTRICA REYNERA SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEW3AAO","stage6","ActiveCustomer","ELVIRA FLORES GUEVARA - stage6 - ActiveCustomer"
"0019000000oGEVjAAO","stage1","InactiveCustomer","FABRICACIONES TECNICAS GONZALEZ SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEZpAAO","stage2","ActiveCustomer","GENESYS INFORMATICA DOLARES_error - stage2 - ActiveCustomer"
"0019000000oGELnAAO","stage3","InactiveCustomer","GOSOFT SOLUCIONES INTELIGENT - stage3 - InactiveCustomer"
"0019000000oGEhmAAG","stage4","ActiveCustomer","GSG EQUIPMENT INC SA DE CV - stage4 - ActiveCustomer"
"0019000000oGETcAAO","stage5","InactiveCustomer","INTERCOMERCIAL CASRAM SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEhnAAG","stage6","ActiveCustomer","JOSE DE JESUS CERVANTES GALL - stage6 - ActiveCustomer"
"0019000000oGEeMAAW","stage1","InactiveCustomer","JVZ PROYECTOS Y CONSTRUCCIONES SA DE CV - stage1 - InactiveCustomer"
"0019000000oGERmAAO","stage2","ActiveCustomer","LEDY EVELYN COTA RAMIREZ - stage2 - ActiveCustomer"
"0019000000oGEN2AAO","stage3","InactiveCustomer","MANTENIMIENTO Y SERVICIOS SVILLAR S - stage3 - InactiveCustomer"
"0019000000oGEOOAA4","stage4","ActiveCustomer","MAQUINADOS TECNICOS CARDIEL SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEXFAA4","stage5","InactiveCustomer","MARIA DEL SOCORRO MARTINEZ SANTANA - stage5 - InactiveCustomer"
"0019000000oGEXGAA4","stage6","ActiveCustomer","MARIA GUADALUPE MORENO BUENTELLO - stage6 - ActiveCustomer"
"0019000000oGEXHAA4","stage1","InactiveCustomer","MASIROGA SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEhoAAG","stage2","ActiveCustomer","MATRELSA SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEN3AAO","stage3","InactiveCustomer","MERCADO DE ABASTOS ESTRELLA - stage3 - InactiveCustomer"
"0019000000oGEfkAAG","stage4","ActiveCustomer","MYCISA CONEXIONES SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEhpAAG","stage5","InactiveCustomer","NATIONAL MATERIAL OF MEXICO S DE R L DE CV - stage5 - InactiveCustomer"
"0019000000oGEZqAAO","stage6","ActiveCustomer","PALOMA LAUREL DE LEON MARTINEZ - stage6 - ActiveCustomer"
"0019000000oGEeNAAW","stage1","InactiveCustomer","PLIBRISA DE MEXICO SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEiUAAW","stage2","ActiveCustomer","PRODUCTOS QUIMICOS XASALI S DE RL MI - stage2 - ActiveCustomer"
"0019000000oGEjoAAG","stage3","InactiveCustomer","RAMON ORTIZ MARTINEZ - stage3 - InactiveCustomer"
"0019000000oGEUyAAO","stage4","ActiveCustomer","REGIOQUIMICA SA DE CV - stage4 - ActiveCustomer"
"0019000000oGESKAA4","stage5","InactiveCustomer","SERVICIOS CONSULTIVOS ESPECIALIZADOS SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEPDAA4","stage6","ActiveCustomer","SIC EDIFICACIONES DE MEXICO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEXIAA4","stage1","InactiveCustomer","TAKA QUIMICA APLICADA SA DE CV - stage1 - InactiveCustomer"
"0019000000oGERnAAO","stage2","ActiveCustomer","TORNILLOS Y ARTICULOS ESPECIALES SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEZrAAO","stage3","InactiveCustomer","TORRETAS Y ALARMAS INDUSTRIALES SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEaTAAW","stage4","ActiveCustomer","YOLANDA MORALES ORTIZ - stage4 - ActiveCustomer"
"0019000000oGEZsAAO","stage5","InactiveCustomer","IBE Industries Pty Ltd - stage5 - InactiveCustomer"
"0019000000oGEZtAAO","stage6","ActiveCustomer","RELIABLE SOURCE SC - stage6 - ActiveCustomer"
"0019000000oGEXJAA4","stage1","InactiveCustomer","LA ESTRELLA DULCES REG  S DE RL - stage1 - InactiveCustomer"
"0019000000oGEXqAAO","stage2","ActiveCustomer","YESENIA DE LA CRUZ TORRES - stage2 - ActiveCustomer"
"0019000000oGEN4AAO","stage3","InactiveCustomer","I.M.S. srl - stage3 - InactiveCustomer"
"0019000000oGEN5AAO","stage4","ActiveCustomer","KGM Rail & Mining Limited - stage4 - ActiveCustomer"
"0019000000oGEQZAA4","stage5","InactiveCustomer","TEAM MARKETING ALLIANCE - stage5 - InactiveCustomer"
"0019000000oGEeOAAW","stage6","ActiveCustomer","Exego Pty Limited - stage6 - ActiveCustomer"
"0019000000oGEN6AAO","stage1","InactiveCustomer","PZ Cussons Australia Pty Ltd - stage1 - InactiveCustomer"
"0019000000oGEPSAA4","stage2","ActiveCustomer","DORF KETAL CHEMICALS INDIA PRIVATE LIMITED - stage2 - ActiveCustomer"
"0019000000oGEePAAW","stage3","InactiveCustomer","Neelam Linens And Garments India Pvt Ltd. - stage3 - InactiveCustomer"
"0019000000oGERoAAO","stage4","ActiveCustomer","Viral Non Stick Coatings Ltd - stage4 - ActiveCustomer"
"0019000000nFzmuAAC","stage5","InactiveCustomer","OKeeffes Inc - stage5 - InactiveCustomer"
"0019000000oGELoAAO","stage6","ActiveCustomer","Perfect Equipment Inc - stage6 - ActiveCustomer"
"0019000000oGEeQAAW","stage1","InactiveCustomer","DUPONT SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEhqAAG","stage2","ActiveCustomer","Hydroblend Inc dba HB Specialty Foods - stage2 - ActiveCustomer"
"0019000000oGEfIAAW","stage3","InactiveCustomer","HIGH HOPE AGLORY LTD - stage3 - InactiveCustomer"
"0019000000oGEaUAAW","stage4","ActiveCustomer","NANJING HENGRUN HONGSU TRADING CO LTD - stage4 - ActiveCustomer"
"0019000000oGEPTAA4","stage5","InactiveCustomer","TRINITY INDUSTRY CO LTD - stage5 - InactiveCustomer"
"0019000000oGEXKAA4","stage6","ActiveCustomer","Asrotex - stage6 - ActiveCustomer"
"0019000000oGEGFAA4","stage1","InactiveCustomer","Fariha Knit Tex Ltd - stage1 - InactiveCustomer"
"0019000000oGEeRAAW","stage2","ActiveCustomer","FIDEICOMISO 8782007 DE BANCA MIFEL - stage2 - ActiveCustomer"
"0019000000oGER4AAO","stage3","InactiveCustomer","INTERNATIONAL CLEAN SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEhrAAG","stage4","ActiveCustomer","SBS SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEhsAAG","stage5","InactiveCustomer","TENDENCIAS Y CONCEPTOS S.A DE C.V. - stage5 - InactiveCustomer"
"0019000000oGEZuAAO","stage6","ActiveCustomer","COMERCIALIZADORA DE ROPA HATAHOR SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEiVAAW","stage1","InactiveCustomer","CONTAINER IMPORT SA DE  CV - stage1 - InactiveCustomer"
"0019000000oGEanAAG","stage2","ActiveCustomer","ENERGIA 5 MAS 1 COMERCIO SA DE CV - stage2 - ActiveCustomer"
"0019000000oGELpAAO","stage3","InactiveCustomer","INDUSTRIAS VULGARI SA DE CV - stage3 - InactiveCustomer"
"0019000000oGENLAA4","stage4","ActiveCustomer","PRODUCCIONES EMMED SC - stage4 - ActiveCustomer"
"0019000000oGEU9AAO","stage5","InactiveCustomer","REPRESENTACION DE CAMISAS SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEhtAAG","stage6","ActiveCustomer","LABORATORIO BONIQUET DE MEXICO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEivAAG","stage1","InactiveCustomer","INNOVAXE - stage1 - InactiveCustomer"
"0019000000oGERpAAO","stage2","ActiveCustomer","Lake City Industries - stage2 - ActiveCustomer"
"0019000000oGEeSAAW","stage3","InactiveCustomer","CULCITA LTD - stage3 - InactiveCustomer"
"0019000000nFznWAAS","stage4","ActiveCustomer","Quadrex Corp - stage4 - ActiveCustomer"
