Account,Name,Date,InstanceId,InstanceName,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Family Magazine,INSTANCELEVEL,-10,Instance 1,Family Magazine - Instance 1,9186,7906,2122,7927,579,616,249,1321,1755
PROGRESSIVE AG PARTNERS,INSTANCELEVEL,-10,Instance 1,PROGRESSIVE AG PARTNERS - Instance 1,5828,6105,7365,8733,316,657,302,1514,2377
Innovative Laser Inc,INSTANCELEVEL,-10,Instance 1,Innovative Laser Inc - Instance 1,4742,5942,4194,1642,512,1027,228,1166,2006
Addis Housewares Ltd,INSTANCELEVEL,-10,Instance 1,Addis Housewares Ltd - Instance 1,1611,3367,5977,11760,788,616,198,1787,1965
SIGMADIS BRIGNAIS,INSTANCELEVEL,-10,Instance 1,SIGMADIS BRIGNAIS - Instance 1,3822,11848,7754,8522,526,700,500,1241,2442
APLNG,INSTANCELEVEL,-10,Instance 1,APLNG - Instance 1,2674,4,10685,4648,557,758,450,1463,1623
Quince Hungary Kft,INSTANCELEVEL,-10,Instance 1,Quince Hungary Kft - Instance 1,4771,8116,6202,465,627,1079,497,1484,1682
Jandel Scientific Inc.,INSTANCELEVEL,-10,Instance 1,Jandel Scientific Inc. - Instance 1,11036,4049,4482,8066,574,841,405,1609,2384
Viking Tool & Steel,INSTANCELEVEL,-10,Instance 1,Viking Tool & Steel - Instance 1,11461,11726,8450,11496,511,1071,0,1514,1506
HIELO Y REFRIGERACION DE CABORCA SA DE CV,INSTANCELEVEL,-10,Instance 1,HIELO Y REFRIGERACION DE CABORCA SA DE CV - Instance 1,4400,10381,9079,4486,794,839,377,1155,1608
MAPE USA,INSTANCELEVEL,-10,Instance 1,MAPE USA - Instance 1,6185,9645,1329,4240,759,1014,374,1024,1620
CONSORCIO DE ALIM DEL CARIBE SA DE CV,INSTANCELEVEL,-10,Instance 1,CONSORCIO DE ALIM DEL CARIBE SA DE CV - Instance 1,6155,11431,6508,11666,479,1022,77,1443,2208
PRODUCCIONES AGRICOLA DE TABASCO SA CV,INSTANCELEVEL,-10,Instance 1,PRODUCCIONES AGRICOLA DE TABASCO SA CV - Instance 1,1127,5679,6176,11553,787,1016,32,1634,2014
RICARDO ALEJANDRO DE LEON PEDROZA,INSTANCELEVEL,-10,Instance 1,RICARDO ALEJANDRO DE LEON PEDROZA - Instance 1,1460,6898,6191,8958,740,654,34,1482,2182
M&M SERVICE CO,INSTANCELEVEL,-10,Instance 1,M&M SERVICE CO - Instance 1,9083,1990,6872,588,321,837,177,1626,2487
CARROLLTON FARMERS ELEVATOR CO,INSTANCELEVEL,-10,Instance 1,CARROLLTON FARMERS ELEVATOR CO - Instance 1,266,7399,7676,7861,349,714,199,1986,1865
L and P Financial Services Co,INSTANCELEVEL,-10,Instance 1,L and P Financial Services Co - Instance 1,949,10475,5430,5807,342,939,441,1480,1524
Ingenieria y Maquinaria de Guadalupe SA de CV,INSTANCELEVEL,-10,Instance 1,Ingenieria y Maquinaria de Guadalupe SA de CV - Instance 1,10212,7463,3710,7343,682,662,184,1753,1955
CATMADER SL,INSTANCELEVEL,-10,Instance 1,CATMADER SL - Instance 1,4932,8806,7756,11706,798,989,161,1770,2031
Tekno Inc,INSTANCELEVEL,-10,Instance 1,Tekno Inc - Instance 1,6018,3934,10073,218,783,1056,276,1921,2359
LUIS MANUEL REYES VAZQUEZ,INSTANCELEVEL,-10,Instance 1,LUIS MANUEL REYES VAZQUEZ - Instance 1,1723,9845,5859,10336,659,912,22,1549,2408
COMPUESPECIALISTAS DE SONORA SA DE CV,INSTANCELEVEL,-10,Instance 1,COMPUESPECIALISTAS DE SONORA SA DE CV - Instance 1,3012,2655,8747,9197,644,795,147,1577,1751
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-10,Instance 1,CRIBAS Y ARRENDAMIENTOS SA DE CV - Instance 1,9058,4277,9108,6231,516,899,232,1410,1814
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,INSTANCELEVEL,-10,Instance 1,PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV - Instance 1,10284,3844,10781,4351,623,687,304,1924,1890
COMERGALV SA DE CV,INSTANCELEVEL,-10,Instance 1,COMERGALV SA DE CV - Instance 1,7533,9817,5323,2152,459,1049,203,1466,2086
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,INSTANCELEVEL,-10,Instance 1,FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV - Instance 1,5217,6300,10075,4688,344,652,312,1569,1880
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,INSTANCELEVEL,-10,Instance 1,ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S - Instance 1,8493,86,3082,2399,746,881,223,1216,2155
Pintura Estampado y Montaje Sapi de CV,INSTANCELEVEL,-10,Instance 1,Pintura Estampado y Montaje Sapi de CV - Instance 1,7510,8763,9356,306,600,859,318,1917,1536
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,INSTANCELEVEL,-10,Instance 1,PROD Y DIS VER FRESCAS GUIJOSA SC RL CV - Instance 1,6759,551,5471,11862,652,727,182,1788,2070
TERENTRO SA DE CV,INSTANCELEVEL,-10,Instance 1,TERENTRO SA DE CV - Instance 1,7810,3114,5898,1536,618,674,427,1883,2262
FUNTASTIC LIMITED,INSTANCELEVEL,-10,Instance 1,FUNTASTIC LIMITED - Instance 1,5523,10801,10864,7363,759,622,461,1288,2107
DeeTag USA,INSTANCELEVEL,-10,Instance 1,DeeTag USA - Instance 1,3846,10232,9027,7551,411,652,103,1133,2291
Lakeland Village,INSTANCELEVEL,-10,Instance 1,Lakeland Village - Instance 1,5908,2657,3965,8309,670,605,300,1469,2037
CHAOAN SWEET BEST FOOD CO LTD,INSTANCELEVEL,-10,Instance 1,CHAOAN SWEET BEST FOOD CO LTD - Instance 1,7765,4941,8416,8295,392,795,358,1919,2480
Cadbury Beverages Div Cadbury,INSTANCELEVEL,-10,Instance 1,Cadbury Beverages Div Cadbury - Instance 1,884,1370,6627,9083,475,884,349,1914,2043
Do not Use1,INSTANCELEVEL,-10,Instance 1,Do not Use1 - Instance 1,7650,1510,3590,1537,532,846,329,1140,1935
Oil Chem Research Corp,INSTANCELEVEL,-10,Instance 1,Oil Chem Research Corp - Instance 1,5022,1106,8923,9651,579,624,449,1333,2471
LICK ELEVATOR,INSTANCELEVEL,-10,Instance 1,LICK ELEVATOR - Instance 1,4311,1306,5255,11488,737,899,197,1555,2057
Quanex Screens LLC,INSTANCELEVEL,-10,Instance 1,Quanex Screens LLC - Instance 1,10871,8113,8592,4082,617,778,459,1948,1500
A and T unlimit Limited,INSTANCELEVEL,-10,Instance 2,A and T unlimit Limited - Instance 2,10127,4074,11742,6099,315,882,224,1214,2318
Sienna Gold Ltd,INSTANCELEVEL,-10,Instance 2,Sienna Gold Ltd - Instance 2,5388,1408,9640,5273,473,870,78,1005,2126
COLD EXPRESS SA DE CV,INSTANCELEVEL,-10,Instance 2,COLD EXPRESS SA DE CV - Instance 2,9271,4585,11326,9293,590,632,408,1470,1783
Murex N.A. Ltd,INSTANCELEVEL,-10,Instance 2,Murex N.A. Ltd - Instance 2,2883,8750,7680,10110,371,782,23,1384,2139
Via Systems,INSTANCELEVEL,-10,Instance 2,Via Systems - Instance 2,10470,4560,10966,9835,480,828,191,1660,1904
DAKTEL COMUNICACIONES SA DE CV,INSTANCELEVEL,-10,Instance 2,DAKTEL COMUNICACIONES SA DE CV - Instance 2,3557,11851,3112,11290,399,818,435,1962,1770
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,INSTANCELEVEL,-10,Instance 2,DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE - Instance 2,11870,7647,1182,6941,582,885,171,1291,1714
OBED GERARDO ARELLANO GUTIERREZ,INSTANCELEVEL,-10,Instance 2,OBED GERARDO ARELLANO GUTIERREZ - Instance 2,5117,10205,7964,8516,734,905,359,1844,2089
REFRIGERACION COMER AGROPECU,INSTANCELEVEL,-10,Instance 2,REFRIGERACION COMER AGROPECU - Instance 2,8927,2135,11405,8565,642,982,258,1181,2412
Anunay Fab Ltd,INSTANCELEVEL,-10,Instance 2,Anunay Fab Ltd - Instance 2,2332,1334,4197,6700,425,653,202,1525,2288
SUPER URECOAT INDUSTRIES,INSTANCELEVEL,-10,Instance 2,SUPER URECOAT INDUSTRIES - Instance 2,2812,8513,8624,828,776,931,139,1322,1821
Jadow B & Sons Inc,INSTANCELEVEL,-10,Instance 2,Jadow B & Sons Inc - Instance 2,4121,934,2852,1252,370,1072,143,1637,1690
Republic of Nauru Phosphate (RONPHOS) Corporation,INSTANCELEVEL,-10,Instance 2,Republic of Nauru Phosphate (RONPHOS) Corporation - Instance 2,8088,8732,10292,11269,357,652,475,1089,2247
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,INSTANCELEVEL,-10,Instance 2,CARHLUC CARROCERIAS Y REMOLQUES SA DE CV - Instance 2,7962,7389,5305,2705,363,948,102,1826,1751
Alltech Automotive LLC,INSTANCELEVEL,-10,Instance 2,Alltech Automotive LLC - Instance 2,5676,8565,3197,4798,389,642,245,1549,2406
DALE VALOR A MEXICO SC,INSTANCELEVEL,-10,Instance 2,DALE VALOR A MEXICO SC - Instance 2,10839,3393,10074,2377,761,916,231,1053,1641
SPIN MASTER MEXICO SA DE CV,INSTANCELEVEL,-10,Instance 2,SPIN MASTER MEXICO SA DE CV - Instance 2,9638,8968,3490,6772,548,778,327,1524,2185
ATTEBURY GRAIN,INSTANCELEVEL,-10,Instance 2,ATTEBURY GRAIN - Instance 2,10859,1790,11049,4799,529,733,320,1383,1526
Vicor,INSTANCELEVEL,-10,Instance 2,Vicor - Instance 2,11528,10544,9887,4544,769,606,242,1218,2072
Baja Inc,INSTANCELEVEL,-10,Instance 2,Baja Inc - Instance 2,6122,5287,6471,5786,741,945,79,1736,1843
National Assn of Printing Ink,INSTANCELEVEL,-10,Instance 2,National Assn of Printing Ink - Instance 2,4665,11339,5296,1705,668,747,313,1445,1549
MA PATRICIA ROSALES HERNANDEZ,INSTANCELEVEL,-10,Instance 2,MA PATRICIA ROSALES HERNANDEZ - Instance 2,8992,6172,7435,1071,753,868,402,1665,1943
EVERTIS DE MEXICO SA DE CV,INSTANCELEVEL,-10,Instance 2,EVERTIS DE MEXICO SA DE CV - Instance 2,4017,3979,2711,2254,417,867,294,1108,1999
GENERAL DE CERAMICA S A DE C V,INSTANCELEVEL,-10,Instance 2,GENERAL DE CERAMICA S A DE C V - Instance 2,6290,1994,4479,7663,583,709,33,1816,2288
GRUPO VACTREK SA DE CV,INSTANCELEVEL,-10,Instance 2,GRUPO VACTREK SA DE CV - Instance 2,7097,11609,805,4291,452,729,265,1510,2177
JUAN ANGEL FLORES AGUIRRE,INSTANCELEVEL,-10,Instance 2,JUAN ANGEL FLORES AGUIRRE - Instance 2,3444,1141,3970,9504,513,1036,9,1712,2489
Triumph Tool NC Inc,INSTANCELEVEL,-10,Instance 2,Triumph Tool NC Inc - Instance 2,5328,5306,2735,3963,602,829,498,1438,2239
Darta NV,INSTANCELEVEL,-10,Instance 2,Darta NV - Instance 2,1895,5547,4039,6707,456,670,460,1729,1525
COTY UK LTD,INSTANCELEVEL,-10,Instance 2,COTY UK LTD - Instance 2,7641,7571,4797,3168,574,836,233,1314,1966
Deal Partners Limited,INSTANCELEVEL,-10,Instance 2,Deal Partners Limited - Instance 2,3907,6086,1037,7272,744,892,411,1436,2265
IRISA ADHESIVES CORPORATION SA DE CV,INSTANCELEVEL,-10,Instance 2,IRISA ADHESIVES CORPORATION SA DE CV - Instance 2,881,10565,4742,8957,747,746,98,1476,1501
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-10,Instance 2,BOESDORFER & BOESDORFER INC - Instance 2,3780,1762,4928,4472,323,778,270,1122,2116
GKN Sinter Metals,INSTANCELEVEL,-10,Instance 2,GKN Sinter Metals - Instance 2,203,9146,3922,4429,728,827,250,1725,2186
AGENCE PRESSE,INSTANCELEVEL,-10,Instance 2,AGENCE PRESSE - Instance 2,9153,4659,3308,2113,300,627,338,1680,2130
Vesco Foods Pty Ltd,INSTANCELEVEL,-10,Instance 2,Vesco Foods Pty Ltd - Instance 2,4108,1107,5946,8313,414,902,198,1878,1554
AUREA SOFTWARE INC,INSTANCELEVEL,-10,Instance 2,AUREA SOFTWARE INC - Instance 2,2549,6207,7513,943,708,656,31,1471,1963
Ocean Sports Wear,INSTANCELEVEL,-10,Instance 2,Ocean Sports Wear - Instance 2,2173,2449,11836,5735,330,747,473,1013,2062
NOVA INSTRUMENTS SERVICE SA DE CV,INSTANCELEVEL,-10,Instance 2,NOVA INSTRUMENTS SERVICE SA DE CV - Instance 2,2715,4108,5889,3673,319,841,472,1453,2429
RAUL MORALES RAMIREZ,INSTANCELEVEL,-10,Instance 2,RAUL MORALES RAMIREZ - Instance 2,904,2803,5091,2445,725,656,488,1655,2379
STANLEY BOSTITCH SA DE CV,INSTANCELEVEL,-10,Instance 2,STANLEY BOSTITCH SA DE CV - Instance 2,9413,781,189,25,540,641,37,1347,2313
UNIFOODS SA DE CV,INSTANCELEVEL,-10,Instance 2,UNIFOODS SA DE CV - Instance 2,11529,8018,4472,9916,702,1060,351,1459,2188
TOMAS MARTINEZ PATLAN,INSTANCELEVEL,-10,Instance 2,TOMAS MARTINEZ PATLAN - Instance 2,5084,4950,3567,7159,693,752,98,1686,1726
JARDINS DE NORTENE,INSTANCELEVEL,-10,Instance 2,JARDINS DE NORTENE - Instance 2,1092,4209,1402,7556,335,625,117,1290,2075
Terry Store age spa,INSTANCELEVEL,-10,Instance 2,Terry Store age spa - Instance 2,1394,6658,4425,7724,600,890,413,1054,2174
Goldie Marketing Pty Ltd,INSTANCELEVEL,-10,Instance 2,Goldie Marketing Pty Ltd - Instance 2,1639,4392,9698,6167,409,1087,409,1510,2037
ST. CLAIR SERVICE,INSTANCELEVEL,-10,Instance 2,ST. CLAIR SERVICE - Instance 2,1044,4368,6447,6084,440,618,401,1654,2373
Scottish Shellfish Marketing Group Ltd,INSTANCELEVEL,-10,Instance 2,Scottish Shellfish Marketing Group Ltd - Instance 2,8674,2542,11452,799,384,874,133,1897,2402
CARNES KM SA DE CV,INSTANCELEVEL,-10,Instance 2,CARNES KM SA DE CV - Instance 2,9677,1806,10073,7420,380,885,337,1008,1952
COMERCIALIZADORA UNICOR SA DE CV,INSTANCELEVEL,-10,Instance 2,COMERCIALIZADORA UNICOR SA DE CV - Instance 2,10563,1753,7022,1942,414,1099,129,1038,2053
COMNET SA DE CV,INSTANCELEVEL,-10,Instance 2,COMNET SA DE CV - Instance 2,2212,10623,1547,2992,369,702,69,1659,2440
DISTRIB Y COMERC KOWALSKY SA DE CV,INSTANCELEVEL,-10,Instance 2,DISTRIB Y COMERC KOWALSKY SA DE CV - Instance 2,1213,8261,3077,8407,489,951,104,1747,1957
FRUITCORP SA DE CV,INSTANCELEVEL,-10,Instance 2,FRUITCORP SA DE CV - Instance 2,603,3941,9533,1194,416,934,282,1670,2015
ORIGINALES THELVA SA DE CV,INSTANCELEVEL,-10,Instance 2,ORIGINALES THELVA SA DE CV - Instance 2,8176,6440,11089,1066,679,1055,132,1867,1818
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,INSTANCELEVEL,-10,Instance 2,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - Instance 2,7368,4847,11264,11249,667,883,328,1589,2164
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-10,Instance 2,COMERCIALIZADORA RIMATOM SA de CV - Instance 2,6003,11714,7757,10893,370,825,13,1562,1850
K & S Contractors Supply Co,INSTANCELEVEL,-10,Instance 2,K & S Contractors Supply Co - Instance 2,8255,4627,2839,9011,689,698,313,1378,1680
Tioga Hardwoods Inc,INSTANCELEVEL,-10,Instance 2,Tioga Hardwoods Inc - Instance 2,7994,91,5462,7698,394,859,10,1812,1970
GHCL Limited,INSTANCELEVEL,-10,Instance 2,GHCL Limited - Instance 2,9082,6130,217,8482,386,607,204,1455,1964
Motion Industries Inc.,INSTANCELEVEL,-10,Instance 2,Motion Industries Inc. - Instance 2,5104,4697,9591,5998,553,896,104,1134,1893
SUKETU ORGANICS PRIVATE LIMITED,INSTANCELEVEL,-10,Instance 2,SUKETU ORGANICS PRIVATE LIMITED - Instance 2,8705,890,2623,3376,400,1054,345,1759,2489
Quantum Foods,INSTANCELEVEL,-10,Instance 2,Quantum Foods - Instance 2,2755,7415,6585,9759,624,656,177,1030,1703
Family Magazine,INSTANCELEVEL,-10,Instance 2,Family Magazine - Instance 2,6519,5342,7588,9891,429,851,59,1990,2343
PROGRESSIVE AG PARTNERS,INSTANCELEVEL,-10,Instance 2,PROGRESSIVE AG PARTNERS - Instance 2,6066,3935,3289,476,504,682,482,1692,2012
Innovative Laser Inc,INSTANCELEVEL,-10,Instance 2,Innovative Laser Inc - Instance 2,11723,11638,7884,9625,483,936,39,1588,2204
Addis Housewares Ltd,INSTANCELEVEL,-10,Instance 2,Addis Housewares Ltd - Instance 2,10963,8849,3900,9721,346,1061,107,1924,1734
SIGMADIS BRIGNAIS,INSTANCELEVEL,-10,Instance 2,SIGMADIS BRIGNAIS - Instance 2,4881,6047,76,11747,418,685,236,1329,1675
APLNG,INSTANCELEVEL,-10,Instance 2,APLNG - Instance 2,4073,10271,5057,4399,471,1059,73,1004,2087
Quince Hungary Kft,INSTANCELEVEL,-10,Instance 2,Quince Hungary Kft - Instance 2,399,9524,8662,1308,389,704,154,1635,1667
Jandel Scientific Inc.,INSTANCELEVEL,-10,Instance 2,Jandel Scientific Inc. - Instance 2,8628,849,2708,10972,792,1005,271,1098,2044
Viking Tool & Steel,INSTANCELEVEL,-10,Instance 2,Viking Tool & Steel - Instance 2,3914,10368,1103,8028,413,863,151,1928,2017
HIELO Y REFRIGERACION DE CABORCA SA DE CV,INSTANCELEVEL,-10,Instance 2,HIELO Y REFRIGERACION DE CABORCA SA DE CV - Instance 2,8600,6486,5794,3736,565,934,175,1614,1623
MAPE USA,INSTANCELEVEL,-10,Instance 2,MAPE USA - Instance 2,10221,1934,1062,7887,328,837,185,1749,1919
CONSORCIO DE ALIM DEL CARIBE SA DE CV,INSTANCELEVEL,-10,Instance 2,CONSORCIO DE ALIM DEL CARIBE SA DE CV - Instance 2,1375,6378,8548,11911,497,1036,36,1487,2135
PRODUCCIONES AGRICOLA DE TABASCO SA CV,INSTANCELEVEL,-10,Instance 2,PRODUCCIONES AGRICOLA DE TABASCO SA CV - Instance 2,1917,90,8160,7142,659,703,295,1985,1881
RICARDO ALEJANDRO DE LEON PEDROZA,INSTANCELEVEL,-10,Instance 2,RICARDO ALEJANDRO DE LEON PEDROZA - Instance 2,2982,5139,7080,7353,684,871,363,1056,1523
M&M SERVICE CO,INSTANCELEVEL,-10,Instance 2,M&M SERVICE CO - Instance 2,9555,644,8810,1695,592,910,115,1783,2211
CARROLLTON FARMERS ELEVATOR CO,INSTANCELEVEL,-10,Instance 2,CARROLLTON FARMERS ELEVATOR CO - Instance 2,6994,11428,4445,10565,440,607,165,1590,2323
L and P Financial Services Co,INSTANCELEVEL,-10,Instance 2,L and P Financial Services Co - Instance 2,6553,9020,10277,8174,722,889,98,1388,2365
Ingenieria y Maquinaria de Guadalupe SA de CV,INSTANCELEVEL,-10,Instance 2,Ingenieria y Maquinaria de Guadalupe SA de CV - Instance 2,916,3972,6638,6105,454,632,296,1786,1685
CATMADER SL,INSTANCELEVEL,-10,Instance 2,CATMADER SL - Instance 2,5452,2168,4127,9132,787,884,499,1589,2083
Tekno Inc,INSTANCELEVEL,-10,Instance 2,Tekno Inc - Instance 2,6507,2840,10019,68,651,1000,27,1659,2244
LUIS MANUEL REYES VAZQUEZ,INSTANCELEVEL,-10,Instance 2,LUIS MANUEL REYES VAZQUEZ - Instance 2,2506,3392,4658,9496,722,867,333,1684,1834
COMPUESPECIALISTAS DE SONORA SA DE CV,INSTANCELEVEL,-10,Instance 2,COMPUESPECIALISTAS DE SONORA SA DE CV - Instance 2,7107,4136,7360,9306,403,934,212,1452,1556
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-10,Instance 2,CRIBAS Y ARRENDAMIENTOS SA DE CV - Instance 2,8378,1099,1519,2724,319,708,453,1699,2090
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,INSTANCELEVEL,-10,Instance 2,PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV - Instance 2,4327,2029,562,11751,531,940,56,1828,2270
COMERGALV SA DE CV,INSTANCELEVEL,-10,Instance 2,COMERGALV SA DE CV - Instance 2,10501,11414,504,9741,486,721,145,1552,2024
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,INSTANCELEVEL,-10,Instance 2,FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV - Instance 2,8137,9891,2560,7047,602,971,27,1789,2413
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,INSTANCELEVEL,-10,Instance 2,ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S - Instance 2,6679,8958,1552,8056,568,880,378,1941,2432
Pintura Estampado y Montaje Sapi de CV,INSTANCELEVEL,-10,Instance 2,Pintura Estampado y Montaje Sapi de CV - Instance 2,5727,3186,867,1409,679,667,382,1327,2185
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,INSTANCELEVEL,-10,Instance 2,PROD Y DIS VER FRESCAS GUIJOSA SC RL CV - Instance 2,9570,6128,78,4064,313,992,147,1822,2413
TERENTRO SA DE CV,INSTANCELEVEL,-10,Instance 2,TERENTRO SA DE CV - Instance 2,2766,746,11093,7590,704,667,355,1491,2462
FUNTASTIC LIMITED,INSTANCELEVEL,-10,Instance 2,FUNTASTIC LIMITED - Instance 2,4631,9992,1803,8285,628,695,424,1345,2348
DeeTag USA,INSTANCELEVEL,-10,Instance 2,DeeTag USA - Instance 2,1258,7404,9291,8513,689,1003,221,1024,1941
Lakeland Village,INSTANCELEVEL,-10,Instance 2,Lakeland Village - Instance 2,4305,1235,408,5137,780,668,488,1500,1618
CHAOAN SWEET BEST FOOD CO LTD,INSTANCELEVEL,-10,Instance 2,CHAOAN SWEET BEST FOOD CO LTD - Instance 2,214,7342,6213,6350,440,1077,280,1640,1951
Cadbury Beverages Div Cadbury,INSTANCELEVEL,-10,Instance 2,Cadbury Beverages Div Cadbury - Instance 2,8617,11653,9968,4130,698,810,47,1660,1521
Do not Use1,INSTANCELEVEL,-10,Instance 2,Do not Use1 - Instance 2,472,11443,3722,4745,470,687,327,1700,2034
Oil Chem Research Corp,INSTANCELEVEL,-10,Instance 2,Oil Chem Research Corp - Instance 2,877,6068,7087,5815,620,1019,456,1878,1781
LICK ELEVATOR,INSTANCELEVEL,-10,Instance 2,LICK ELEVATOR - Instance 2,3770,515,10530,7007,350,715,73,1024,2310
Quanex Screens LLC,INSTANCELEVEL,-10,Instance 2,Quanex Screens LLC - Instance 2,3894,10692,10889,10780,689,671,451,1262,2158
A and T unlimit Limited,INSTANCELEVEL,-11,Instance 1,A and T unlimit Limited - Instance 1,71,5755,2228,1147,347,737,427,1586,2042
Sienna Gold Ltd,INSTANCELEVEL,-11,Instance 1,Sienna Gold Ltd - Instance 1,10332,4715,6645,2276,629,917,44,1991,2378
COLD EXPRESS SA DE CV,INSTANCELEVEL,-11,Instance 1,COLD EXPRESS SA DE CV - Instance 1,1082,3086,2959,688,333,902,92,1917,1602
Murex N.A. Ltd,INSTANCELEVEL,-11,Instance 1,Murex N.A. Ltd - Instance 1,7757,8445,8934,9792,381,938,124,1008,1708
Via Systems,INSTANCELEVEL,-11,Instance 1,Via Systems - Instance 1,1710,3928,947,4780,546,1020,451,1471,2150
DAKTEL COMUNICACIONES SA DE CV,INSTANCELEVEL,-11,Instance 1,DAKTEL COMUNICACIONES SA DE CV - Instance 1,8080,2466,4962,2701,584,876,143,1679,1681
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,INSTANCELEVEL,-11,Instance 1,DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE - Instance 1,9547,5667,9388,6802,310,659,249,1080,2198
OBED GERARDO ARELLANO GUTIERREZ,INSTANCELEVEL,-11,Instance 1,OBED GERARDO ARELLANO GUTIERREZ - Instance 1,6828,4906,8965,8910,696,655,293,1150,1580
REFRIGERACION COMER AGROPECU,INSTANCELEVEL,-11,Instance 1,REFRIGERACION COMER AGROPECU - Instance 1,4465,9395,8642,4364,629,1082,38,1111,2117
Anunay Fab Ltd,INSTANCELEVEL,-11,Instance 1,Anunay Fab Ltd - Instance 1,9320,5279,6922,3151,731,1045,398,1307,2302
SUPER URECOAT INDUSTRIES,INSTANCELEVEL,-11,Instance 1,SUPER URECOAT INDUSTRIES - Instance 1,5951,2726,10226,1445,424,645,391,1721,2435
Jadow B & Sons Inc,INSTANCELEVEL,-11,Instance 1,Jadow B & Sons Inc - Instance 1,6809,1860,1924,5901,365,626,408,1673,1990
Republic of Nauru Phosphate (RONPHOS) Corporation,INSTANCELEVEL,-11,Instance 1,Republic of Nauru Phosphate (RONPHOS) Corporation - Instance 1,3930,5718,477,426,476,642,28,1723,1539
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,INSTANCELEVEL,-11,Instance 1,CARHLUC CARROCERIAS Y REMOLQUES SA DE CV - Instance 1,1689,1603,2013,4231,633,982,343,1880,1569
Alltech Automotive LLC,INSTANCELEVEL,-11,Instance 1,Alltech Automotive LLC - Instance 1,1571,10975,7159,9784,398,668,247,1209,2355
DALE VALOR A MEXICO SC,INSTANCELEVEL,-11,Instance 1,DALE VALOR A MEXICO SC - Instance 1,7619,1245,4492,6952,613,1078,107,1556,2411
SPIN MASTER MEXICO SA DE CV,INSTANCELEVEL,-11,Instance 1,SPIN MASTER MEXICO SA DE CV - Instance 1,5110,1383,10464,9967,323,633,496,1572,1623
ATTEBURY GRAIN,INSTANCELEVEL,-11,Instance 1,ATTEBURY GRAIN - Instance 1,4155,703,5732,3859,531,847,13,1634,1954
Vicor,INSTANCELEVEL,-11,Instance 1,Vicor - Instance 1,6304,11695,8301,8730,764,911,209,1884,1631
Baja Inc,INSTANCELEVEL,-11,Instance 1,Baja Inc - Instance 1,3686,6590,3748,5148,743,775,232,1503,1690
National Assn of Printing Ink,INSTANCELEVEL,-11,Instance 1,National Assn of Printing Ink - Instance 1,11114,10154,5013,997,307,1070,197,1170,2048
MA PATRICIA ROSALES HERNANDEZ,INSTANCELEVEL,-11,Instance 1,MA PATRICIA ROSALES HERNANDEZ - Instance 1,6729,9200,11423,11896,396,926,496,1523,1991
EVERTIS DE MEXICO SA DE CV,INSTANCELEVEL,-11,Instance 1,EVERTIS DE MEXICO SA DE CV - Instance 1,4569,548,6508,86,525,770,353,1884,2141
GENERAL DE CERAMICA S A DE C V,INSTANCELEVEL,-11,Instance 1,GENERAL DE CERAMICA S A DE C V - Instance 1,2638,5467,3765,11629,437,619,196,1752,1953
GRUPO VACTREK SA DE CV,INSTANCELEVEL,-11,Instance 1,GRUPO VACTREK SA DE CV - Instance 1,5368,11090,11832,11653,344,822,213,1038,1513
JUAN ANGEL FLORES AGUIRRE,INSTANCELEVEL,-11,Instance 1,JUAN ANGEL FLORES AGUIRRE - Instance 1,2569,2087,5466,868,760,1044,411,1599,2459
Triumph Tool NC Inc,INSTANCELEVEL,-11,Instance 1,Triumph Tool NC Inc - Instance 1,417,841,2252,4018,755,883,217,1637,1887
Darta NV,INSTANCELEVEL,-11,Instance 1,Darta NV - Instance 1,10318,10542,2590,4365,560,646,218,1189,1795
